Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,84.95968627929688,85.27796173095703,84.66130828857422,85.27796173095703,53.52439880371094,949439
2015-01-05,85.2381820678711,85.7752685546875,85.04920196533203,85.48683166503906,53.655494689941406,1351651
2015-01-06,84.64141082763672,85.33763885498047,84.41265106201172,84.84033203125,53.24972152709961,2477275
2015-01-07,84.85028076171875,85.02931213378906,84.09437561035156,84.65135955810547,53.13111114501953,2127190
2015-01-08,85.07904052734375,85.18844604492188,84.67124938964844,84.92984771728516,53.305904388427734,1997761
2015-01-09,85.90457153320312,86.0040283203125,85.1685562133789,85.57634735107422,53.71168518066406,2647416
2015-01-12,85.22823333740234,85.73548126220703,85.02931213378906,85.18844604492188,53.46821975708008,1329585
2015-01-13,84.55189514160156,84.96963500976562,84.54195404052734,84.84033203125,53.24972152709961,1841433
2015-01-14,84.72097778320312,84.74087524414062,83.22906494140625,83.22906494140625,52.23841857910156,4248481
2015-01-15,82.64224243164062,83.29869079589844,82.44332122802734,83.05998229980469,52.132301330566406,3671533
2015-01-16,82.69197082519531,83.63685607910156,82.44332122802734,83.11965942382812,52.16975021362305,2690154
2015-01-19,83.56723022460938,83.97502136230469,82.52288818359375,82.65219116210938,51.8763427734375,2515332
2015-01-20,82.6820297241211,83.38819885253906,82.59251403808594,83.05003356933594,52.12604904174805,2414127
2015-01-21,83.4478759765625,84.21372985839844,83.34841918945312,84.21372985839844,52.85643768310547,2420834
2015-01-22,84.7607650756836,84.9895248413086,84.50216674804688,84.77071380615234,53.20602798461914,2084315
2015-01-23,85.48683166503906,85.76531982421875,85.34758758544922,85.76531982421875,53.830284118652344,2140195
2015-01-27,85.88467407226562,87.17767333984375,85.81505584716797,87.15777587890625,54.70426940917969,2770732
2015-01-28,86.89917755126953,87.4959487915039,86.3322525024414,87.22740173339844,54.747962951660156,2075650
2015-01-29,86.89917755126953,88.5601806640625,86.79972076416016,88.28169250488281,55.40967559814453,3370837
2015-01-30,88.92818450927734,89.51500701904297,88.84861755371094,88.84861755371094,55.76551818847656,14169348
2015-02-02,88.81877899169922,89.41554260253906,88.66958618164062,89.19673156738281,55.9839973449707,2145318
2015-02-03,89.46527862548828,90.181396484375,88.39109802246094,89.91284942626953,56.4334716796875,3430360
2015-02-04,91.12627410888672,91.44454956054688,89.723876953125,90.30075073242188,56.67693328857422,3432166
2015-02-05,90.76821899414062,92.78727722167969,90.43004608154297,92.76738739013672,58.2251091003418,4524529
2015-02-06,93.26469421386719,93.45366668701172,92.15072631835938,92.47895050048828,58.044071197509766,4105866
2015-02-09,92.25019073486328,92.737548828125,91.60369110107422,92.42921447753906,58.01285934448242,2857655
2015-02-10,92.3595962524414,92.39938354492188,91.53406524658203,92.09104919433594,57.800601959228516,2156241
2015-02-11,92.49884033203125,92.49884033203125,91.10638427734375,91.36498260498047,57.34489440917969,2828941
2015-02-12,91.28541564941406,91.28541564941406,90.37037658691406,90.68864440917969,56.9203987121582,4786087
2015-02-13,91.35504150390625,93.08566284179688,90.93730163574219,92.64803314208984,58.150211334228516,3515916
2015-02-16,92.69776153564453,93.41387939453125,91.67330932617188,92.96630859375,58.3499641418457,2907971
2015-02-17,89.88301086425781,90.75827026367188,89.42549133300781,89.51500701904297,57.39967346191406,12418689
2015-02-18,90.13166809082031,90.30075073242188,89.40560150146484,90.22118377685547,57.85249328613281,2630013
2015-02-19,90.56929779052734,90.87762451171875,90.06204223632812,90.64886474609375,58.12675476074219,1999472
2015-02-20,90.6588134765625,90.98703002929688,89.50505828857422,89.723876953125,57.53361511230469,1542448
2015-02-23,90.01231384277344,90.41015625,89.68408966064453,89.92279815673828,57.661163330078125,1754129
2015-02-24,90.01231384277344,90.70854187011719,89.63436126708984,90.54940032958984,58.062965393066406,2157809
2015-02-25,90.70854187011719,90.92735290527344,90.06204223632812,90.38031768798828,57.95454025268555,1592051
2015-02-26,90.43999481201172,90.45988464355469,89.73382568359375,89.93274688720703,57.667545318603516,2128938
2015-02-27,90.37037658691406,91.8026123046875,89.81339263916016,91.4246597290039,58.624202728271484,7409937
2015-03-02,91.40476989746094,92.60824584960938,91.13622283935547,92.05126953125,59.02600860595703,2130106
2015-03-03,92.17061614990234,92.97625732421875,90.83783721923828,91.4246597290039,58.624202728271484,2663772
2015-03-04,91.70315551757812,91.7230453491211,90.0322036743164,90.638916015625,58.120365142822266,1830215
2015-03-05,90.5096206665039,90.68864440917969,89.96258544921875,90.62897491455078,58.11399459838867,1687516
2015-03-06,90.49967193603516,91.1958999633789,89.96258544921875,90.59913635253906,58.09486770629883,1263953
2015-03-09,89.84323120117188,90.58421325683594,89.8034439086914,90.0322036743164,57.7313232421875,1377237
2015-03-10,90.21123504638672,90.7383804321289,89.83328247070312,90.19134521484375,57.8333740234375,1933147
2015-03-11,89.51500701904297,90.27091217041016,89.1171646118164,90.0322036743164,57.7313232421875,1898428
2015-03-12,89.66419982910156,91.4942855834961,89.66419982910156,91.32520294189453,58.5604248046875,1966227
2015-03-13,91.50422668457031,91.76282501220703,90.62897491455078,90.82789611816406,58.24153518676758,1755490
2015-03-16,90.5096206665039,91.5738525390625,90.2609634399414,91.29536437988281,58.54130172729492,1814882
2015-03-17,92.10099792480469,93.15528106689453,91.91201782226562,92.90663146972656,59.574485778808594,2773915
2015-03-18,92.60824584960938,92.98619842529297,91.94185638427734,92.8867416381836,59.56173324584961,3200946
2015-03-19,93.2945327758789,95.28375244140625,93.2945327758789,95.09477233886719,60.977596282958984,5135625
2015-03-20,94.68698120117188,96.07943725585938,94.4383316040039,95.80094909667969,61.4304084777832,5602495
2015-03-23,95.80094909667969,96.16895294189453,94.90579986572266,94.9654769897461,60.89467239379883,2148648
2015-03-24,94.9654769897461,95.24396514892578,94.52784729003906,94.57757568359375,60.64595031738281,1728933
2015-03-25,94.68698120117188,95.34342956542969,94.59747314453125,95.34342956542969,61.13703918457031,2459137
2015-03-26,94.57757568359375,94.5875244140625,93.33431243896484,93.33431243896484,59.848731994628906,3587132
